Register to Register Moves
00000000000100010000100000000001	00110801	MOVE.B	D2,A1
00000000000100100000100000000001	00120801	MOVE.B	D2,A2
00000000000100110000100000000001	00130801	MOVE.B	D2,A3
00000000000101000000100000000001	00140801	MOVE.B	D2,A4
00000000000101010000100000000001	00150801	MOVE.B	D2,A5
00000000000101100000100000000001	00160801	MOVE.B	D2,A6
00000000000101110000100000000001	00170801	MOVE.B	D2,A7
00000000000110000000100000000001	00180801	MOVE.B	D2,A8
00000000000110010000100000000001	00190801	MOVE.B	D2,A9
00000000000110100000100000000001	001a0801	MOVE.B	D2,A10
00000000000110110000100000000001	001b0801	MOVE.B	D2,A11
00000000000111000000100000000001	001c0801	MOVE.B	D2,A12
00000000000111010000100000000001	001d0801	MOVE.B	D2,A13
00000000000111100000100000000001	001e0801	MOVE.B	D2,A14
00000000000111110000100000000001	001f0801	MOVE.B	D2,A15
00000000000000000000110000000001	00000c01	MOVE.B	D3,D0
00000000000000010000110000000001	00010c01	MOVE.B	D3,D1
00000000000000100000110000000001	00020c01	MOVE.B	D3,D2
00000000000000110000110000000001	00030c01	MOVE.B	D3,D3
00000000000001000000110000000001	00040c01	MOVE.B	D3,D4
00000000000001010000110000000001	00050c01	MOVE.B	D3,D5
00000000000001100000110000000001	00060c01	MOVE.B	D3,D6
00000000000001110000110000000001	00070c01	MOVE.B	D3,D7
00000000000010000000110000000001	00080c01	MOVE.B	D3,D8
00000000000010010000110000000001	00090c01	MOVE.B	D3,D9
00000000000010100000110000000001	000a0c01	MOVE.B	D3,D10
00000000000010110000110000000001	000b0c01	MOVE.B	D3,D11
00000000000011000000110000000001	000c0c01	MOVE.B	D3,D12
00000000000011010000110000000001	000d0c01	MOVE.B	D3,D13
00000000000011100000110000000001	000e0c01	MOVE.B	D3,D14
00000000000011110000110000000001	000f0c01	MOVE.B	D3,D15
00000000000100000000110000000001	00100c01	MOVE.B	D3,A0
00000000000100010000110000000001	00110c01	MOVE.B	D3,A1
00000000000100100000110000000001	00120c01	MOVE.B	D3,A2
00000000000100110000110000000001	00130c01	MOVE.B	D3,A3
00000000000101000000110000000001	00140c01	MOVE.B	D3,A4
00000000000101010000110000000001	00150c01	MOVE.B	D3,A5
00000000000101100000110000000001	00160c01	MOVE.B	D3,A6
00000000000101110000110000000001	00170c01	MOVE.B	D3,A7
00000000000110000000110000000001	00180c01	MOVE.B	D3,A8
00000000000110010000110000000001	00190c01	MOVE.B	D3,A9
00000000000110100000110000000001	001a0c01	MOVE.B	D3,A10
00000000000110110000110000000001	001b0c01	MOVE.B	D3,A11
00000000000111000000110000000001	001c0c01	MOVE.B	D3,A12
00000000000111010000110000000001	001d0c01	MOVE.B	D3,A13
00000000000111100000110000000001	001e0c01	MOVE.B	D3,A14
00000000000111110000110000000001	001f0c01	MOVE.B	D3,A15
00000000000000000001000000000001	00001001	MOVE.B	D4,D0
00000000000000010001000000000001	00011001	MOVE.B	D4,D1
00000000000000100001000000000001	00021001	MOVE.B	D4,D2
00000000000000110001000000000001	00031001	MOVE.B	D4,D3
00000000000001000001000000000001	00041001	MOVE.B	D4,D4
00000000000001010001000000000001	00051001	MOVE.B	D4,D5
00000000000001100001000000000001	00061001	MOVE.B	D4,D6
00000000000001110001000000000001	00071001	MOVE.B	D4,D7
00000000000010000001000000000001	00081001	MOVE.B	D4,D8
00000000000010010001000000000001	00091001	MOVE.B	D4,D9
00000000000010100001000000000001	000a1001	MOVE.B	D4,D10
00000000000010110001000000000001	000b1001	MOVE.B	D4,D11
00000000000011000001000000000001	000c1001	MOVE.B	D4,D12
00000000000011010001000000000001	000d1001	MOVE.B	D4,D13
00000000000011100001000000000001	000e1001	MOVE.B	D4,D14
00000000000011110001000000000001	000f1001	MOVE.B	D4,D15
00000000000100000001000000000001	00101001	MOVE.B	D4,A0
00000000000100010001000000000001	00111001	MOVE.B	D4,A1
00000000000100100001000000000001	00121001	MOVE.B	D4,A2
00000000000100110001000000000001	00131001	MOVE.B	D4,A3
00000000000101000001000000000001	00141001	MOVE.B	D4,A4
00000000000101010001000000000001	00151001	MOVE.B	D4,A5
00000000000101100001000000000001	00161001	MOVE.B	D4,A6
00000000000101110001000000000001	00171001	MOVE.B	D4,A7
00000000000110000001000000000001	00181001	MOVE.B	D4,A8
00000000000110010001000000000001	00191001	MOVE.B	D4,A9
00000000000110100001000000000001	001a1001	MOVE.B	D4,A10
00000000000110110001000000000001	001b1001	MOVE.B	D4,A11
00000000000111000001000000000001	001c1001	MOVE.B	D4,A12
00000000000111010001000000000001	001d1001	MOVE.B	D4,A13
00000000000111100001000000000001	001e1001	MOVE.B	D4,A14
00000000000111110001000000000001	001f1001	MOVE.B	D4,A15
00000000000000000001010000000001	00001401	MOVE.B	D5,D0
00000000000000010001010000000001	00011401	MOVE.B	D5,D1
00000000000000100001010000000001	00021401	MOVE.B	D5,D2
00000000000000110001010000000001	00031401	MOVE.B	D5,D3
00000000000001000001010000000001	00041401	MOVE.B	D5,D4
00000000000001010001010000000001	00051401	MOVE.B	D5,D5
00000000000001100001010000000001	00061401	MOVE.B	D5,D6
00000000000001110001010000000001	00071401	MOVE.B	D5,D7
00000000000010000001010000000001	00081401	MOVE.B	D5,D8
00000000000010010001010000000001	00091401	MOVE.B	D5,D9
00000000000010100001010000000001	000a1401	MOVE.B	D5,D10
00000000000010110001010000000001	000b1401	MOVE.B	D5,D11
00000000000011000001010000000001	000c1401	MOVE.B	D5,D12
00000000000011010001010000000001	000d1401	MOVE.B	D5,D13
00000000000011100001010000000001	000e1401	MOVE.B	D5,D14
00000000000011110001010000000001	000f1401	MOVE.B	D5,D15
00000000000100000001010000000001	00101401	MOVE.B	D5,A0
00000000000100010001010000000001	00111401	MOVE.B	D5,A1
00000000000100100001010000000001	00121401	MOVE.B	D5,A2
00000000000100110001010000000001	00131401	MOVE.B	D5,A3
00000000000101000001010000000001	00141401	MOVE.B	D5,A4
00000000000101010001010000000001	00151401	MOVE.B	D5,A5
00000000000101100001010000000001	00161401	MOVE.B	D5,A6
00000000000101110001010000000001	00171401	MOVE.B	D5,A7
00000000000110000001010000000001	00181401	MOVE.B	D5,A8
00000000000110010001010000000001	00191401	MOVE.B	D5,A9
00000000000110100001010000000001	001a1401	MOVE.B	D5,A10
00000000000110110001010000000001	001b1401	MOVE.B	D5,A11
00000000000111000001010000000001	001c1401	MOVE.B	D5,A12
00000000000111010001010000000001	001d1401	MOVE.B	D5,A13
00000000000111100001010000000001	001e1401	MOVE.B	D5,A14
00000000000111110001010000000001	001f1401	MOVE.B	D5,A15
00000000000000000001100000000001	00001801	MOVE.B	D6,D0
00000000000000010001100000000001	00011801	MOVE.B	D6,D1
00000000000000100001100000000001	00021801	MOVE.B	D6,D2
00000000000000110001100000000001	00031801	MOVE.B	D6,D3
00000000000001000001100000000001	00041801	MOVE.B	D6,D4
00000000000001010001100000000001	00051801	MOVE.B	D6,D5
00000000000001100001100000000001	00061801	MOVE.B	D6,D6
00000000000001110001100000000001	00071801	MOVE.B	D6,D7
00000000000010000001100000000001	00081801	MOVE.B	D6,D8
00000000000010010001100000000001	00091801	MOVE.B	D6,D9
00000000000010100001100000000001	000a1801	MOVE.B	D6,D10
00000000000010110001100000000001	000b1801	MOVE.B	D6,D11
00000000000011000001100000000001	000c1801	MOVE.B	D6,D12
00000000000011010001100000000001	000d1801	MOVE.B	D6,D13
00000000000011100001100000000001	000e1801	MOVE.B	D6,D14
00000000000011110001100000000001	000f1801	MOVE.B	D6,D15
00000000000100000001100000000001	00101801	MOVE.B	D6,A0
00000000000100010001100000000001	00111801	MOVE.B	D6,A1
00000000000100100001100000000001	00121801	MOVE.B	D6,A2
00000000000100110001100000000001	00131801	MOVE.B	D6,A3
00000000000101000001100000000001	00141801	MOVE.B	D6,A4
00000000000101010001100000000001	00151801	MOVE.B	D6,A5
00000000000101100001100000000001	00161801	MOVE.B	D6,A6
00000000000101110001100000000001	00171801	MOVE.B	D6,A7
00000000000110000001100000000001	00181801	MOVE.B	D6,A8
00000000000110010001100000000001	00191801	MOVE.B	D6,A9
00000000000110100001100000000001	001a1801	MOVE.B	D6,A10
00000000000110110001100000000001	001b1801	MOVE.B	D6,A11
00000000000111000001100000000001	001c1801	MOVE.B	D6,A12
00000000000111010001100000000001	001d1801	MOVE.B	D6,A13
00000000000111100001100000000001	001e1801	MOVE.B	D6,A14
00000000000111110001100000000001	001f1801	MOVE.B	D6,A15
00000000000000000001110000000001	00001c01	MOVE.B	D7,D0
00000000000000010001110000000001	00011c01	MOVE.B	D7,D1
00000000000000100001110000000001	00021c01	MOVE.B	D7,D2
00000000000000110001110000000001	00031c01	MOVE.B	D7,D3
00000000000001000001110000000001	00041c01	MOVE.B	D7,D4
00000000000001010001110000000001	00051c01	MOVE.B	D7,D5
00000000000001100001110000000001	00061c01	MOVE.B	D7,D6
00000000000001110001110000000001	00071c01	MOVE.B	D7,D7
00000000000010000001110000000001	00081c01	MOVE.B	D7,D8
00000000000010010001110000000001	00091c01	MOVE.B	D7,D9
00000000000010100001110000000001	000a1c01	MOVE.B	D7,D10
00000000000010110001110000000001	000b1c01	MOVE.B	D7,D11
00000000000011000001110000000001	000c1c01	MOVE.B	D7,D12
00000000000011010001110000000001	000d1c01	MOVE.B	D7,D13
00000000000011100001110000000001	000e1c01	MOVE.B	D7,D14
00000000000011110001110000000001	000f1c01	MOVE.B	D7,D15
00000000000100000001110000000001	00101c01	MOVE.B	D7,A0
00000000000100010001110000000001	00111c01	MOVE.B	D7,A1
00000000000100100001110000000001	00121c01	MOVE.B	D7,A2
00000000000100110001110000000001	00131c01	MOVE.B	D7,A3
00000000000101000001110000000001	00141c01	MOVE.B	D7,A4
00000000000101010001110000000001	00151c01	MOVE.B	D7,A5
00000000000101100001110000000001	00161c01	MOVE.B	D7,A6
00000000000101110001110000000001	00171c01	MOVE.B	D7,A7
00000000000110000001110000000001	00181c01	MOVE.B	D7,A8
00000000000110010001110000000001	00191c01	MOVE.B	D7,A9
00000000000110100001110000000001	001a1c01	MOVE.B	D7,A10
00000000000110110001110000000001	001b1c01	MOVE.B	D7,A11
00000000000111000001110000000001	001c1c01	MOVE.B	D7,A12
00000000000111010001110000000001	001d1c01	MOVE.B	D7,A13
00000000000111100001110000000001	001e1c01	MOVE.B	D7,A14
00000000000111110001110000000001	001f1c01	MOVE.B	D7,A15
00000000000000000010000000000001	00002001	MOVE.B	D8,D0
00000000000000010010000000000001	00012001	MOVE.B	D8,D1
00000000000000100010000000000001	00022001	MOVE.B	D8,D2
00000000000000110010000000000001	00032001	MOVE.B	D8,D3
00000000000001000010000000000001	00042001	MOVE.B	D8,D4
00000000000001010010000000000001	00052001	MOVE.B	D8,D5
00000000000001100010000000000001	00062001	MOVE.B	D8,D6
00000000000001110010000000000001	00072001	MOVE.B	D8,D7
00000000000010000010000000000001	00082001	MOVE.B	D8,D8
00000000000010010010000000000001	00092001	MOVE.B	D8,D9
00000000000010100010000000000001	000a2001	MOVE.B	D8,D10
00000000000010110010000000000001	000b2001	MOVE.B	D8,D11
00000000000011000010000000000001	000c2001	MOVE.B	D8,D12
00000000000011010010000000000001	000d2001	MOVE.B	D8,D13
00000000000011100010000000000001	000e2001	MOVE.B	D8,D14
00000000000011110010000000000001	000f2001	MOVE.B	D8,D15
00000000000100000010000000000001	00102001	MOVE.B	D8,A0
00000000000100010010000000000001	00112001	MOVE.B	D8,A1
00000000000100100010000000000001	00122001	MOVE.B	D8,A2
00000000000100110010000000000001	00132001	MOVE.B	D8,A3
00000000000101000010000000000001	00142001	MOVE.B	D8,A4
00000000000101010010000000000001	00152001	MOVE.B	D8,A5
00000000000101100010000000000001	00162001	MOVE.B	D8,A6
00000000000101110010000000000001	00172001	MOVE.B	D8,A7
00000000000110000010000000000001	00182001	MOVE.B	D8,A8
00000000000110010010000000000001	00192001	MOVE.B	D8,A9
00000000000110100010000000000001	001a2001	MOVE.B	D8,A10
00000000000110110010000000000001	001b2001	MOVE.B	D8,A11
00000000000111000010000000000001	001c2001	MOVE.B	D8,A12
00000000000111010010000000000001	001d2001	MOVE.B	D8,A13
00000000000111100010000000000001	001e2001	MOVE.B	D8,A14
00000000000111110010000000000001	001f2001	MOVE.B	D8,A15
00000000000000000010010000000001	00002401	MOVE.B	D9,D0
00000000000000010010010000000001	00012401	MOVE.B	D9,D1
00000000000000100010010000000001	00022401	MOVE.B	D9,D2
00000000000000110010010000000001	00032401	MOVE.B	D9,D3
00000000000001000010010000000001	00042401	MOVE.B	D9,D4
00000000000001010010010000000001	00052401	MOVE.B	D9,D5
00000000000001100010010000000001	00062401	MOVE.B	D9,D6
00000000000001110010010000000001	00072401	MOVE.B	D9,D7
00000000000010000010010000000001	00082401	MOVE.B	D9,D8
00000000000010010010010000000001	00092401	MOVE.B	D9,D9
00000000000010100010010000000001	000a2401	MOVE.B	D9,D10
00000000000010110010010000000001	000b2401	MOVE.B	D9,D11
00000000000011000010010000000001	000c2401	MOVE.B	D9,D12
00000000000011010010010000000001	000d2401	MOVE.B	D9,D13
00000000000011100010010000000001	000e2401	MOVE.B	D9,D14
00000000000011110010010000000001	000f2401	MOVE.B	D9,D15
00000000000100000010010000000001	00102401	MOVE.B	D9,A0
00000000000100010010010000000001	00112401	MOVE.B	D9,A1
00000000000100100010010000000001	00122401	MOVE.B	D9,A2
00000000000100110010010000000001	00132401	MOVE.B	D9,A3
00000000000101000010010000000001	00142401	MOVE.B	D9,A4
00000000000101010010010000000001	00152401	MOVE.B	D9,A5
00000000000101100010010000000001	00162401	MOVE.B	D9,A6
00000000000101110010010000000001	00172401	MOVE.B	D9,A7
00000000000110000010010000000001	00182401	MOVE.B	D9,A8
00000000000110010010010000000001	00192401	MOVE.B	D9,A9
00000000000110100010010000000001	001a2401	MOVE.B	D9,A10
00000000000110110010010000000001	001b2401	MOVE.B	D9,A11
00000000000111000010010000000001	001c2401	MOVE.B	D9,A12
00000000000111010010010000000001	001d2401	MOVE.B	D9,A13
00000000000111100010010000000001	001e2401	MOVE.B	D9,A14
00000000000111110010010000000001	001f2401	MOVE.B	D9,A15
00000000000000000010100000000001	00002801	MOVE.B	D10,D0
00000000000000010010100000000001	00012801	MOVE.B	D10,D1
00000000000000100010100000000001	00022801	MOVE.B	D10,D2
00000000000000110010100000000001	00032801	MOVE.B	D10,D3
00000000000001000010100000000001	00042801	MOVE.B	D10,D4
00000000000001010010100000000001	00052801	MOVE.B	D10,D5
00000000000001100010100000000001	00062801	MOVE.B	D10,D6
00000000000001110010100000000001	00072801	MOVE.B	D10,D7
00000000000010000010100000000001	00082801	MOVE.B	D10,D8
00000000000010010010100000000001	00092801	MOVE.B	D10,D9
00000000000010100010100000000001	000a2801	MOVE.B	D10,D10
00000000000010110010100000000001	000b2801	MOVE.B	D10,D11
00000000000011000010100000000001	000c2801	MOVE.B	D10,D12
00000000000011010010100000000001	000d2801	MOVE.B	D10,D13
00000000000011100010100000000001	000e2801	MOVE.B	D10,D14
00000000000011110010100000000001	000f2801	MOVE.B	D10,D15
00000000000100000010100000000001	00102801	MOVE.B	D10,A0
00000000000100010010100000000001	00112801	MOVE.B	D10,A1
00000000000100100010100000000001	00122801	MOVE.B	D10,A2
00000000000100110010100000000001	00132801	MOVE.B	D10,A3
00000000000101000010100000000001	00142801	MOVE.B	D10,A4
00000000000101010010100000000001	00152801	MOVE.B	D10,A5
00000000000101100010100000000001	00162801	MOVE.B	D10,A6
00000000000101110010100000000001	00172801	MOVE.B	D10,A7
00000000000110000010100000000001	00182801	MOVE.B	D10,A8
00000000000110010010100000000001	00192801	MOVE.B	D10,A9
00000000000110100010100000000001	001a2801	MOVE.B	D10,A10
00000000000110110010100000000001	001b2801	MOVE.B	D10,A11
00000000000111000010100000000001	001c2801	MOVE.B	D10,A12
00000000000111010010100000000001	001d2801	MOVE.B	D10,A13
00000000000111100010100000000001	001e2801	MOVE.B	D10,A14
00000000000111110010100000000001	001f2801	MOVE.B	D10,A15
00000000000000000010110000000001	00002c01	MOVE.B	D11,D0
00000000000000010010110000000001	00012c01	MOVE.B	D11,D1
00000000000000100010110000000001	00022c01	MOVE.B	D11,D2
00000000000000110010110000000001	00032c01	MOVE.B	D11,D3
00000000000001000010110000000001	00042c01	MOVE.B	D11,D4
00000000000001010010110000000001	00052c01	MOVE.B	D11,D5
00000000000001100010110000000001	00062c01	MOVE.B	D11,D6
00000000000001110010110000000001	00072c01	MOVE.B	D11,D7
00000000000010000010110000000001	00082c01	MOVE.B	D11,D8
00000000000010010010110000000001	00092c01	MOVE.B	D11,D9
00000000000010100010110000000001	000a2c01	MOVE.B	D11,D10
00000000000010110010110000000001	000b2c01	MOVE.B	D11,D11
00000000000011000010110000000001	000c2c01	MOVE.B	D11,D12
00000000000011010010110000000001	000d2c01	MOVE.B	D11,D13
00000000000011100010110000000001	000e2c01	MOVE.B	D11,D14
00000000000011110010110000000001	000f2c01	MOVE.B	D11,D15
00000000000100000010110000000001	00102c01	MOVE.B	D11,A0
00000000000100010010110000000001	00112c01	MOVE.B	D11,A1
00000000000100100010110000000001	00122c01	MOVE.B	D11,A2
00000000000100110010110000000001	00132c01	MOVE.B	D11,A3
00000000000101000010110000000001	00142c01	MOVE.B	D11,A4
00000000000101010010110000000001	00152c01	MOVE.B	D11,A5
00000000000101100010110000000001	00162c01	MOVE.B	D11,A6
00000000000101110010110000000001	00172c01	MOVE.B	D11,A7
00000000000110000010110000000001	00182c01	MOVE.B	D11,A8
00000000000110010010110000000001	00192c01	MOVE.B	D11,A9
00000000000110100010110000000001	001a2c01	MOVE.B	D11,A10
00000000000110110010110000000001	001b2c01	MOVE.B	D11,A11
00000000000111000010110000000001	001c2c01	MOVE.B	D11,A12
00000000000111010010110000000001	001d2c01	MOVE.B	D11,A13
00000000000111100010110000000001	001e2c01	MOVE.B	D11,A14
00000000000111110010110000000001	001f2c01	MOVE.B	D11,A15
00000000000000000011000000000001	00003001	MOVE.B	D12,D0
00000000000000010011000000000001	00013001	MOVE.B	D12,D1
00000000000000100011000000000001	00023001	MOVE.B	D12,D2
00000000000000110011000000000001	00033001	MOVE.B	D12,D3
00000000000001000011000000000001	00043001	MOVE.B	D12,D4
00000000000001010011000000000001	00053001	MOVE.B	D12,D5
00000000000001100011000000000001	00063001	MOVE.B	D12,D6
00000000000001110011000000000001	00073001	MOVE.B	D12,D7
00000000000010000011000000000001	00083001	MOVE.B	D12,D8
00000000000010010011000000000001	00093001	MOVE.B	D12,D9
00000000000010100011000000000001	000a3001	MOVE.B	D12,D10
00000000000010110011000000000001	000b3001	MOVE.B	D12,D11
00000000000011000011000000000001	000c3001	MOVE.B	D12,D12
00000000000011010011000000000001	000d3001	MOVE.B	D12,D13
00000000000011100011000000000001	000e3001	MOVE.B	D12,D14
00000000000011110011000000000001	000f3001	MOVE.B	D12,D15
00000000000100000011000000000001	00103001	MOVE.B	D12,A0
00000000000100010011000000000001	00113001	MOVE.B	D12,A1
00000000000100100011000000000001	00123001	MOVE.B	D12,A2
00000000000100110011000000000001	00133001	MOVE.B	D12,A3
00000000000101000011000000000001	00143001	MOVE.B	D12,A4
00000000000101010011000000000001	00153001	MOVE.B	D12,A5
00000000000101100011000000000001	00163001	MOVE.B	D12,A6
00000000000101110011000000000001	00173001	MOVE.B	D12,A7
00000000000110000011000000000001	00183001	MOVE.B	D12,A8
00000000000110010011000000000001	00193001	MOVE.B	D12,A9
00000000000110100011000000000001	001a3001	MOVE.B	D12,A10
00000000000110110011000000000001	001b3001	MOVE.B	D12,A11
00000000000111000011000000000001	001c3001	MOVE.B	D12,A12
00000000000111010011000000000001	001d3001	MOVE.B	D12,A13
00000000000111100011000000000001	001e3001	MOVE.B	D12,A14
00000000000111110011000000000001	001f3001	MOVE.B	D12,A15
00000000000000000011010000000001	00003401	MOVE.B	D13,D0
00000000000000010011010000000001	00013401	MOVE.B	D13,D1
00000000000000100011010000000001	00023401	MOVE.B	D13,D2
00000000000000110011010000000001	00033401	MOVE.B	D13,D3
00000000000001000011010000000001	00043401	MOVE.B	D13,D4
00000000000001010011010000000001	00053401	MOVE.B	D13,D5
00000000000001100011010000000001	00063401	MOVE.B	D13,D6
00000000000001110011010000000001	00073401	MOVE.B	D13,D7
00000000000010000011010000000001	00083401	MOVE.B	D13,D8
00000000000010010011010000000001	00093401	MOVE.B	D13,D9
00000000000010100011010000000001	000a3401	MOVE.B	D13,D10
00000000000010110011010000000001	000b3401	MOVE.B	D13,D11
00000000000011000011010000000001	000c3401	MOVE.B	D13,D12
00000000000011010011010000000001	000d3401	MOVE.B	D13,D13
00000000000011100011010000000001	000e3401	MOVE.B	D13,D14
00000000000011110011010000000001	000f3401	MOVE.B	D13,D15
00000000000100000011010000000001	00103401	MOVE.B	D13,A0
00000000000100010011010000000001	00113401	MOVE.B	D13,A1
00000000000100100011010000000001	00123401	MOVE.B	D13,A2
00000000000100110011010000000001	00133401	MOVE.B	D13,A3
00000000000101000011010000000001	00143401	MOVE.B	D13,A4
00000000000101010011010000000001	00153401	MOVE.B	D13,A5
00000000000101100011010000000001	00163401	MOVE.B	D13,A6
00000000000101110011010000000001	00173401	MOVE.B	D13,A7
00000000000110000011010000000001	00183401	MOVE.B	D13,A8
00000000000110010011010000000001	00193401	MOVE.B	D13,A9
00000000000110100011010000000001	001a3401	MOVE.B	D13,A10
00000000000110110011010000000001	001b3401	MOVE.B	D13,A11
00000000000111000011010000000001	001c3401	MOVE.B	D13,A12
00000000000111010011010000000001	001d3401	MOVE.B	D13,A13
00000000000111100011010000000001	001e3401	MOVE.B	D13,A14
00000000000111110011010000000001	001f3401	MOVE.B	D13,A15
00000000000000000011100000000001	00003801	MOVE.B	D14,D0
00000000000000010011100000000001	00013801	MOVE.B	D14,D1
00000000000000100011100000000001	00023801	MOVE.B	D14,D2
00000000000000110011100000000001	00033801	MOVE.B	D14,D3
00000000000001000011100000000001	00043801	MOVE.B	D14,D4
00000000000001010011100000000001	00053801	MOVE.B	D14,D5
00000000000001100011100000000001	00063801	MOVE.B	D14,D6
00000000000001110011100000000001	00073801	MOVE.B	D14,D7
00000000000010000011100000000001	00083801	MOVE.B	D14,D8
00000000000010010011100000000001	00093801	MOVE.B	D14,D9
00000000000010100011100000000001	000a3801	MOVE.B	D14,D10
00000000000010110011100000000001	000b3801	MOVE.B	D14,D11
00000000000011000011100000000001	000c3801	MOVE.B	D14,D12
00000000000011010011100000000001	000d3801	MOVE.B	D14,D13
00000000000011100011100000000001	000e3801	MOVE.B	D14,D14
00000000000011110011100000000001	000f3801	MOVE.B	D14,D15
00000000000100000011100000000001	00103801	MOVE.B	D14,A0
00000000000100010011100000000001	00113801	MOVE.B	D14,A1
00000000000100100011100000000001	00123801	MOVE.B	D14,A2
00000000000100110011100000000001	00133801	MOVE.B	D14,A3
00000000000101000011100000000001	00143801	MOVE.B	D14,A4
00000000000101010011100000000001	00153801	MOVE.B	D14,A5
00000000000101100011100000000001	00163801	MOVE.B	D14,A6
00000000000101110011100000000001	00173801	MOVE.B	D14,A7
